Year,Section,Slot,ScenarioText,ImageFiles,QuestionText,AnswerType,Options,CorrectAnswer
2022,DI-LR,1,"The management of a university hockey team was evaluating performance of four women players - Amla, Bimla, Harita and Sarita for their possible selection in the university team for next year. For this purpose, the management was looking at the number of goals scored by them in the past 8 matches, numbered 1 through 8. The four players together had scored a total of 12 goals in these matches. In the 8 matches, each of them had scored at least one goal. No two players had scored the same total number of goals. The following facts are known about the goals scored by these four players only. All the questions refer only to the goals scored by these four players. 1. Only one goal was scored in every even numbered match. 2. Harita scored more goals than Bimla. 3. The highest goal scorer scored goals in exactly 3 matches including Match 4 and Match 8. 4. Bimla scored a goal in Match 1 and one each in three other consecutive matches. 5. An equal number of goals were scored in Match 3 and Match 7, which was different from the number of goals scored in either Match 1 or Match 5. 6. The match in which the highest number of goals was scored was unique and it was not Match 5.",,How many goals were scored in Match 7?,MCQ,3 | Cannot be determined | 2 | 1,D
2022,DI-LR,1,"The management of a university hockey team was evaluating performance of four women players - Amla, Bimla, Harita and Sarita for their possible selection in the university team for next year. For this purpose, the management was looking at the number of goals scored by them in the past 8 matches, numbered 1 through 8. The four players together had scored a total of 12 goals in these matches. In the 8 matches, each of them had scored at least one goal. No two players had scored the same total number of goals. The following facts are known about the goals scored by these four players only. All the questions refer only to the goals scored by these four players. 1. Only one goal was scored in every even numbered match. 2. Harita scored more goals than Bimla. 3. The highest goal scorer scored goals in exactly 3 matches including Match 4 and Match 8. 4. Bimla scored a goal in Match 1 and one each in three other consecutive matches. 5. An equal number of goals were scored in Match 3 and Match 7, which was different from the number of goals scored in either Match 1 or Match 5. 6. The match in which the highest number of goals was scored was unique and it was not Match 5.",,"Which of the following is the correct sequence of goals scored in matches 1, 3, 5 and 7?",MCQ,"3, 1, 2, 1 | 4, 1, 2, 1 | 5, 1, 0, 1 | 3, 2, 1, 2",B
2022,DI-LR,1,"The management of a university hockey team was evaluating performance of four women players - Amla, Bimla, Harita and Sarita for their possible selection in the university team for next year. For this purpose, the management was looking at the number of goals scored by them in the past 8 matches, numbered 1 through 8. The four players together had scored a total of 12 goals in these matches. In the 8 matches, each of them had scored at least one goal. No two players had scored the same total number of goals. The following facts are known about the goals scored by these four players only. All the questions refer only to the goals scored by these four players. 1. Only one goal was scored in every even numbered match. 2. Harita scored more goals than Bimla. 3. The highest goal scorer scored goals in exactly 3 matches including Match 4 and Match 8. 4. Bimla scored a goal in Match 1 and one each in three other consecutive matches. 5. An equal number of goals were scored in Match 3 and Match 7, which was different from the number of goals scored in either Match 1 or Match 5. 6. The match in which the highest number of goals was scored was unique and it was not Match 5.",,Which of the following statement(s) is/are true? Statement-1: Amla and Sarita never scored goals in the same match. Statement-2: Harita and Sarita never scored goals in the same match.,MCQ,Statement-1 only | Both the statements | None of the statements | Statement-2 only,B
2022,DI-LR,1,"The management of a university hockey team was evaluating performance of four women players - Amla, Bimla, Harita and Sarita for their possible selection in the university team for next year. For this purpose, the management was looking at the number of goals scored by them in the past 8 matches, numbered 1 through 8. The four players together had scored a total of 12 goals in these matches. In the 8 matches, each of them had scored at least one goal. No two players had scored the same total number of goals. The following facts are known about the goals scored by these four players only. All the questions refer only to the goals scored by these four players. 1. Only one goal was scored in every even numbered match. 2. Harita scored more goals than Bimla. 3. The highest goal scorer scored goals in exactly 3 matches including Match 4 and Match 8. 4. Bimla scored a goal in Match 1 and one each in three other consecutive matches. 5. An equal number of goals were scored in Match 3 and Match 7, which was different from the number of goals scored in either Match 1 or Match 5. 6. The match in which the highest number of goals was scored was unique and it was not Match 5.",,Which of the following statement(s) is/are false? Statement-1: In every match at least one player scored a goal. Statement-2: No two players scored goals in the same number of matches.,MCQ,None of the statements | Statement-1 only | Statement-2 only | Both the statements,A
2022,DI-LR,1,"The management of a university hockey team was evaluating performance of four women players - Amla, Bimla, Harita and Sarita for their possible selection in the university team for next year. For this purpose, the management was looking at the number of goals scored by them in the past 8 matches, numbered 1 through 8. The four players together had scored a total of 12 goals in these matches. In the 8 matches, each of them had scored at least one goal. No two players had scored the same total number of goals. The following facts are known about the goals scored by these four players only. All the questions refer only to the goals scored by these four players. 1. Only one goal was scored in every even numbered match. 2. Harita scored more goals than Bimla. 3. The highest goal scorer scored goals in exactly 3 matches including Match 4 and Match 8. 4. Bimla scored a goal in Match 1 and one each in three other consecutive matches. 5. An equal number of goals were scored in Match 3 and Match 7, which was different from the number of goals scored in either Match 1 or Match 5. 6. The match in which the highest number of goals was scored was unique and it was not Match 5.",,"If Harita scored goals in one more match as compared to Sarita, which of the following statement(s) is/are necessarily true? Statement-1: Amla scored goals in consecutive matches. Statement-2: Sarita scored goals in consecutive matches.",MCQ,None of the statements | Statement-1 only | Both the statements | Statement-2 only,A
2022,DI-LR,1,"Adhara, Bithi, Chhaya, Dhanavi, Esther, and Fathima are the interviewers in a process that awards funding for new initiatives. Every interviewer individually interviews each of the candidates individually and awards a token only if she recommends funding. A token has a face value of 2, 3, 5, 7, 11, or 13. Each interviewer awards tokens of a single face value only. Once all six interviews are over for a candidate, the candidate receives a funding that is Rs.1000 times the product of the face values of all the tokens. For example, if a candidate has tokens with face values 2, 5, and 7, then they get a funding of Rs.1000 Ã (2 Ã 5 Ã 7) = Rs.70,000. Pragnyaa, Qahira, Rasheeda, Smera, and Tantra were five candidates who received funding. The funds they received, in descending order, were Rs.390,000, Rs.210,000, Rs.165,000, Rs.77,000, and Rs.66,000. The following additional facts are known: 1. Fathima awarded tokens to everyone except Qahira, while Adhara awarded tokens to no one except Pragnyaa. 2. Rashida received the highest number of tokens that anyone received, but she did not receive one from Esther. 3. Bithi awarded a token to Smera but not to Qahira, while Dhanavi awarded a token to Qahira but not to Smera.",,How many tokens did Qahira receive?,Numerical,,2
2022,DI-LR,1,"Adhara, Bithi, Chhaya, Dhanavi, Esther, and Fathima are the interviewers in a process that awards funding for new initiatives. Every interviewer individually interviews each of the candidates individually and awards a token only if she recommends funding. A token has a face value of 2, 3, 5, 7, 11, or 13. Each interviewer awards tokens of a single face value only. Once all six interviews are over for a candidate, the candidate receives a funding that is Rs.1000 times the product of the face values of all the tokens. For example, if a candidate has tokens with face values 2, 5, and 7, then they get a funding of Rs.1000 Ã (2 Ã 5 Ã 7) = Rs.70,000. Pragnyaa, Qahira, Rasheeda, Smera, and Tantra were five candidates who received funding. The funds they received, in descending order, were Rs.390,000, Rs.210,000, Rs.165,000, Rs.77,000, and Rs.66,000. The following additional facts are known: 1. Fathima awarded tokens to everyone except Qahira, while Adhara awarded tokens to no one except Pragnyaa. 2. Rashida received the highest number of tokens that anyone received, but she did not receive one from Esther. 3. Bithi awarded a token to Smera but not to Qahira, while Dhanavi awarded a token to Qahira but not to Smera.",,Who among the following definitely received a token from Bithi but not from Dhanavi?,MCQ,Qahira | Tantra | Pragnyaa | Rasheeda,C
2022,DI-LR,1,"Adhara, Bithi, Chhaya, Dhanavi, Esther, and Fathima are the interviewers in a process that awards funding for new initiatives. Every interviewer individually interviews each of the candidates individually and awards a token only if she recommends funding. A token has a face value of 2, 3, 5, 7, 11, or 13. Each interviewer awards tokens of a single face value only. Once all six interviews are over for a candidate, the candidate receives a funding that is Rs.1000 times the product of the face values of all the tokens. For example, if a candidate has tokens with face values 2, 5, and 7, then they get a funding of Rs.1000 Ã (2 Ã 5 Ã 7) = Rs.70,000. Pragnyaa, Qahira, Rasheeda, Smera, and Tantra were five candidates who received funding. The funds they received, in descending order, were Rs.390,000, Rs.210,000, Rs.165,000, Rs.77,000, and Rs.66,000. The following additional facts are known: 1. Fathima awarded tokens to everyone except Qahira, while Adhara awarded tokens to no one except Pragnyaa. 2. Rashida received the highest number of tokens that anyone received, but she did not receive one from Esther. 3. Bithi awarded a token to Smera but not to Qahira, while Dhanavi awarded a token to Qahira but not to Smera.",,How many tokens did Chhaya award?,Numerical,,3
2022,DI-LR,1,"Adhara, Bithi, Chhaya, Dhanavi, Esther, and Fathima are the interviewers in a process that awards funding for new initiatives. Every interviewer individually interviews each of the candidates individually and awards a token only if she recommends funding. A token has a face value of 2, 3, 5, 7, 11, or 13. Each interviewer awards tokens of a single face value only. Once all six interviews are over for a candidate, the candidate receives a funding that is Rs.1000 times the product of the face values of all the tokens. For example, if a candidate has tokens with face values 2, 5, and 7, then they get a funding of Rs.1000 Ã (2 Ã 5 Ã 7) = Rs.70,000. Pragnyaa, Qahira, Rasheeda, Smera, and Tantra were five candidates who received funding. The funds they received, in descending order, were Rs.390,000, Rs.210,000, Rs.165,000, Rs.77,000, and Rs.66,000. The following additional facts are known: 1. Fathima awarded tokens to everyone except Qahira, while Adhara awarded tokens to no one except Pragnyaa. 2. Rashida received the highest number of tokens that anyone received, but she did not receive one from Esther. 3. Bithi awarded a token to Smera but not to Qahira, while Dhanavi awarded a token to Qahira but not to Smera.",,How many tokens did Smera receive?,Numerical,,3
2022,DI-LR,1,"Adhara, Bithi, Chhaya, Dhanavi, Esther, and Fathima are the interviewers in a process that awards funding for new initiatives. Every interviewer individually interviews each of the candidates individually and awards a token only if she recommends funding. A token has a face value of 2, 3, 5, 7, 11, or 13. Each interviewer awards tokens of a single face value only. Once all six interviews are over for a candidate, the candidate receives a funding that is Rs.1000 times the product of the face values of all the tokens. For example, if a candidate has tokens with face values 2, 5, and 7, then they get a funding of Rs.1000 Ã (2 Ã 5 Ã 7) = Rs.70,000. Pragnyaa, Qahira, Rasheeda, Smera, and Tantra were five candidates who received funding. The funds they received, in descending order, were Rs.390,000, Rs.210,000, Rs.165,000, Rs.77,000, and Rs.66,000. The following additional facts are known: 1. Fathima awarded tokens to everyone except Qahira, while Adhara awarded tokens to no one except Pragnyaa. 2. Rashida received the highest number of tokens that anyone received, but she did not receive one from Esther. 3. Bithi awarded a token to Smera but not to Qahira, while Dhanavi awarded a token to Qahira but not to Smera.",,"Which of the following could be the amount of funding that Tantra received? (a) Rs. 66,000 (b) Rs. 165,000",MCQ,Neither (a) nor (b) | Only (a) | Both (a) and (b) | Only (b),C
2022,DI-LR,2,"A few salesmen are employed to sell a product called TRICCEK among households in various housing complexes. On each day, a salesman is assigned to visit one housing complex. Once a salesman enters a housing complex, he can meet any number of households in the time available. However, if a household makes a complaint against the salesman, then he must leave the housing complex immediately and cannot meet any other household on that day. A household may buy any number of TRICCEK items or may not buy any item. The salesman needs to record the total number of TRICCEK items sold as well as the number of households met in each day. The success rate of a salesman for a day is defined as the ratio of the number of items sold to the number of households met on that day. Some details about the performances of three salesmen - Tohri, Hokli and Lahur, on two particular days are given below. 1. Over the two days, all three of them met the same total number of households, and each of them sold a total of 100 items. 2. On both days, Lahur met the same number of households and sold the same number of items. 3. Hokli could not sell any item on the second day because the first household he met on that day complained against him. 4. Tohri met 30 more households on the second day than on the first day. 5. Tohri's success rate was twice that of Lahur's on the first day, and it was 75% of Lahur's on the second day.",,"What was the total number of households met by Tohri, Hokli and Lahur on the first day?",Numerical,,84
2022,DI-LR,2,"A few salesmen are employed to sell a product called TRICCEK among households in various housing complexes. On each day, a salesman is assigned to visit one housing complex. Once a salesman enters a housing complex, he can meet any number of households in the time available. However, if a household makes a complaint against the salesman, then he must leave the housing complex immediately and cannot meet any other household on that day. A household may buy any number of TRICCEK items or may not buy any item. The salesman needs to record the total number of TRICCEK items sold as well as the number of households met in each day. The success rate of a salesman for a day is defined as the ratio of the number of items sold to the number of households met on that day. Some details about the performances of three salesmen - Tohri, Hokli and Lahur, on two particular days are given below. 1. Over the two days, all three of them met the same total number of households, and each of them sold a total of 100 items. 2. On both days, Lahur met the same number of households and sold the same number of items. 3. Hokli could not sell any item on the second day because the first household he met on that day complained against him. 4. Tohri met 30 more households on the second day than on the first day. 5. Tohri's success rate was twice that of Lahur's on the first day, and it was 75% of Lahur's on the second day.",,How many TRICCEK items were sold by Tohri on the first day?,Numerical,,40
2022,DI-LR,2,"A few salesmen are employed to sell a product called TRICCEK among households in various housing complexes. On each day, a salesman is assigned to visit one housing complex. Once a salesman enters a housing complex, he can meet any number of households in the time available. However, if a household makes a complaint against the salesman, then he must leave the housing complex immediately and cannot meet any other household on that day. A household may buy any number of TRICCEK items or may not buy any item. The salesman needs to record the total number of TRICCEK items sold as well as the number of households met in each day. The success rate of a salesman for a day is defined as the ratio of the number of items sold to the number of households met on that day. Some details about the performances of three salesmen - Tohri, Hokli and Lahur, on two particular days are given below. 1. Over the two days, all three of them met the same total number of households, and each of them sold a total of 100 items. 2. On both days, Lahur met the same number of households and sold the same number of items. 3. Hokli could not sell any item on the second day because the first household he met on that day complained against him. 4. Tohri met 30 more households on the second day than on the first day. 5. Tohri's success rate was twice that of Lahur's on the first day, and it was 75% of Lahur's on the second day.",,How many households did Lahur meet on the second day?,MCQ,20 or less | between 21 and 29 | between 30 and 35 | more than 35,B
2022,DI-LR,2,"A few salesmen are employed to sell a product called TRICCEK among households in various housing complexes. On each day, a salesman is assigned to visit one housing complex. Once a salesman enters a housing complex, he can meet any number of households in the time available. However, if a household makes a complaint against the salesman, then he must leave the housing complex immediately and cannot meet any other household on that day. A household may buy any number of TRICCEK items or may not buy any item. The salesman needs to record the total number of TRICCEK items sold as well as the number of households met in each day. The success rate of a salesman for a day is defined as the ratio of the number of items sold to the number of households met on that day. Some details about the performances of three salesmen - Tohri, Hokli and Lahur, on two particular days are given below. 1. Over the two days, all three of them met the same total number of households, and each of them sold a total of 100 items. 2. On both days, Lahur met the same number of households and sold the same number of items. 3. Hokli could not sell any item on the second day because the first household he met on that day complained against him. 4. Tohri met 30 more households on the second day than on the first day. 5. Tohri's success rate was twice that of Lahur's on the first day, and it was 75% of Lahur's on the second day.",,How many households did Tohri meet on the first day?,MCQ,more than 40 | 10 or less | between 11 and 20 | between 21 and 40,B
2022,DI-LR,2,"A few salesmen are employed to sell a product called TRICCEK among households in various housing complexes. On each day, a salesman is assigned to visit one housing complex. Once a salesman enters a housing complex, he can meet any number of households in the time available. However, if a household makes a complaint against the salesman, then he must leave the housing complex immediately and cannot meet any other household on that day. A household may buy any number of TRICCEK items or may not buy any item. The salesman needs to record the total number of TRICCEK items sold as well as the number of households met in each day. The success rate of a salesman for a day is defined as the ratio of the number of items sold to the number of households met on that day. Some details about the performances of three salesmen - Tohri, Hokli and Lahur, on two particular days are given below. 1. Over the two days, all three of them met the same total number of households, and each of them sold a total of 100 items. 2. On both days, Lahur met the same number of households and sold the same number of items. 3. Hokli could not sell any item on the second day because the first household he met on that day complained against him. 4. Tohri met 30 more households on the second day than on the first day. 5. Tohri's success rate was twice that of Lahur's on the first day, and it was 75% of Lahur's on the second day.",,Which of the following statements is FALSE?,MCQ,"Among the three, Tohri had the highest success rate on the first day. | Tohri had a higher success rate on the first day compared to the second day. | Among the three, Lahur had the lowest success rate on the first day. | Among the three, Tohri had the highest success rate on the second day.",D
2022,DI-LR,2,"Every day a widget supplier supplies widgets from the warehouse (W) to four locations â Ahmednagar (A), Bikrampore (B), Chitrachak (C), and Deccan Park (D). The daily demand for widgets in each location is uncertain and independent of each other. Demands and corresponding probability values (in parenthesis) are given against each location (A, B, C, and D) in the figure below. For example, there is a 40% chance that the demand in Ahmednagar will be 50 units and a 60% chance that the demand will be 70 units. The lines in the figure connecting the locations and warehouse represent two-way roads connecting those places with the distances (in km) shown beside the line. The distances in both the directions along a road are equal. For example, the road from Ahmednagar to Bikrampore and the road from Bikrampore to Ahmednagar are both 6 km long. Every day the supplier gets the information about the demand values of the four locations and creates the travel route that starts from the warehouse and ends at a location after visiting all the locations exactly once. While making the route plan, the supplier goes to the locations in decreasing order of demand. If there is a tie for the choice of the next location, the supplier will go to the location closest to the current location. Also, while creating the route, the supplier can either follow the direct path (if available) from one location to another or can take the path via the warehouse. If both paths are available (direct and via warehouse), the supplier will choose the path with minimum distance.",images\2022_slot2_scen2_1.jpg,"If the last location visited is Ahmednagar, then what is the total distance covered in the route (in km)?",Numerical,,35
2022,DI-LR,2,"Every day a widget supplier supplies widgets from the warehouse (W) to four locations â Ahmednagar (A), Bikrampore (B), Chitrachak (C), and Deccan Park (D). The daily demand for widgets in each location is uncertain and independent of each other. Demands and corresponding probability values (in parenthesis) are given against each location (A, B, C, and D) in the figure below. For example, there is a 40% chance that the demand in Ahmednagar will be 50 units and a 60% chance that the demand will be 70 units. The lines in the figure connecting the locations and warehouse represent two-way roads connecting those places with the distances (in km) shown beside the line. The distances in both the directions along a road are equal. For example, the road from Ahmednagar to Bikrampore and the road from Bikrampore to Ahmednagar are both 6 km long. Every day the supplier gets the information about the demand values of the four locations and creates the travel route that starts from the warehouse and ends at a location after visiting all the locations exactly once. While making the route plan, the supplier goes to the locations in decreasing order of demand. If there is a tie for the choice of the next location, the supplier will go to the location closest to the current location. Also, while creating the route, the supplier can either follow the direct path (if available) from one location to another or can take the path via the warehouse. If both paths are available (direct and via warehouse), the supplier will choose the path with minimum distance.",images\2022_slot2_scen2_1.jpg,"If the total number of widgets delivered in a day is 250 units, then what is the total distance covered in the route (in km)?",Numerical,,38
2022,DI-LR,2,"Every day a widget supplier supplies widgets from the warehouse (W) to four locations â Ahmednagar (A), Bikrampore (B), Chitrachak (C), and Deccan Park (D). The daily demand for widgets in each location is uncertain and independent of each other. Demands and corresponding probability values (in parenthesis) are given against each location (A, B, C, and D) in the figure below. For example, there is a 40% chance that the demand in Ahmednagar will be 50 units and a 60% chance that the demand will be 70 units. The lines in the figure connecting the locations and warehouse represent two-way roads connecting those places with the distances (in km) shown beside the line. The distances in both the directions along a road are equal. For example, the road from Ahmednagar to Bikrampore and the road from Bikrampore to Ahmednagar are both 6 km long. Every day the supplier gets the information about the demand values of the four locations and creates the travel route that starts from the warehouse and ends at a location after visiting all the locations exactly once. While making the route plan, the supplier goes to the locations in decreasing order of demand. If there is a tie for the choice of the next location, the supplier will go to the location closest to the current location. Also, while creating the route, the supplier can either follow the direct path (if available) from one location to another or can take the path via the warehouse. If both paths are available (direct and via warehouse), the supplier will choose the path with minimum distance.",images\2022_slot2_scen2_1.jpg,What is the chance that the total number of widgets delivered in a day is 260 units and the route ends at Bikrampore?,MCQ,10.80% | 33.33% | 7.56% | 17.64%,C
